TimeCDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:00 AM,50.9,43.0,74,30.16,20.0,ENE,9.2,-,N/A,,Clear,60,1994-05-20 05:00:00
1:00 AM,50.0,41.9,74,30.16,20.0,ENE,9.2,-,N/A,,Clear,60,1994-05-20 06:00:00
2:00 AM,50.0,41.9,74,30.14,30.0,ENE,8.1,-,N/A,,Clear,60,1994-05-20 07:00:00
3:00 AM,50.0,41.9,74,30.14,15.0,NE,4.6,-,N/A,,Clear,50,1994-05-20 08:00:00
4:00 AM,50.9,43.0,74,30.16,15.0,NE,4.6,-,N/A,,Clear,50,1994-05-20 09:00:00
5:00 AM,50.0,43.0,77,30.17,15.0,Calm,Calm,-,N/A,,Clear,0,1994-05-20 10:00:00
6:00 AM,48.9,43.0,80,30.18,10.0,North,-9999.0,-,N/A,,Clear,0,1994-05-20 11:00:00
7:00 AM,52.9,41.9,66,30.19,10.0,Calm,Calm,-,N/A,,Clear,0,1994-05-20 12:00:00
8:00 AM,59.0,46.9,64,30.21,10.0,SW,8.1,-,N/A,,Scattered Clouds,220,1994-05-20 13:00:00
9:00 AM,63.0,48.9,60,30.21,10.0,SSW,8.1,-,N/A,,Overcast,210,1994-05-20 14:00:00
10:00 AM,66.9,50.0,54,30.20,10.0,SSW,6.9,-,N/A,,Mostly Cloudy,200,1994-05-20 15:00:00
11:00 AM,70.0,50.0,49,30.20,10.0,WSW,9.2,-,N/A,,Mostly Cloudy,250,1994-05-20 16:00:00
12:00 PM,72.9,52.0,48,30.18,15.0,West,5.8,-,N/A,,Scattered Clouds,280,1994-05-20 17:00:00
1:00 PM,73.9,48.9,41,30.17,15.0,West,6.9,-,N/A,,Clear,260,1994-05-20 18:00:00
2:00 PM,77.0,48.9,37,30.14,15.0,SW,5.8,-,N/A,,Clear,220,1994-05-20 19:00:00
3:00 PM,75.9,50.0,40,30.13,10.0,ENE,15.0,-,N/A,,Scattered Clouds,60,1994-05-20 20:00:00
4:00 PM,75.9,50.0,40,30.11,10.0,ENE,11.5,-,N/A,,Scattered Clouds,60,1994-05-20 21:00:00
5:00 PM,73.9,46.9,38,30.11,10.0,ENE,12.7,-,N/A,,Scattered Clouds,60,1994-05-20 22:00:00
6:00 PM,73.9,46.9,38,30.10,10.0,ENE,11.5,-,N/A,,Scattered Clouds,70,1994-05-20 23:00:00
8:00 PM,68.0,45.9,45,30.09,15.0,ENE,8.1,-,N/A,,Scattered Clouds,60,1994-05-21 01:00:00
9:00 PM,66.9,45.9,47,30.09,15.0,ENE,6.9,-,N/A,,Scattered Clouds,70,1994-05-21 02:00:00
10:00 PM,64.9,45.9,50,30.10,15.0,East,5.8,-,N/A,,Clear,80,1994-05-21 03:00:00
11:00 PM,63.9,45.0,50,30.10,15.0,East,6.9,-,N/A,,Clear,100,1994-05-21 04:00:00
