TimeCDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
1:00 AM,72.9,56.8,57,29.98,10.0,NW,8.1,-,N/A,,Clear,320,1995-09-14 06:00:00
2:00 AM,72.0,54.0,53,30.01,10.0,North,8.1,-,N/A,,Clear,350,1995-09-14 07:00:00
3:00 AM,68.9,59.0,71,30.02,10.0,NNE,8.1,-,N/A,,Clear,20,1995-09-14 08:00:00
4:00 AM,66.0,59.0,78,30.03,10.0,Calm,Calm,-,N/A,,Clear,0,1995-09-14 09:00:00
5:00 AM,63.9,59.0,84,30.06,10.0,NNW,5.8,-,N/A,,Clear,330,1995-09-14 10:00:00
6:00 AM,63.9,59.9,87,30.08,10.0,NW,5.8,-,N/A,,Clear,310,1995-09-14 11:00:00
7:00 AM,61.9,57.9,87,30.10,10.0,WNW,5.8,-,N/A,,Clear,300,1995-09-14 12:00:00
8:00 AM,64.9,55.9,73,30.13,10.0,WNW,5.8,-,N/A,,Clear,300,1995-09-14 13:00:00
9:00 AM,68.9,55.9,63,30.15,10.0,West,5.8,-,N/A,,Clear,280,1995-09-14 14:00:00
10:00 AM,72.9,54.9,53,30.16,10.0,WNW,6.9,-,N/A,,Clear,290,1995-09-14 15:00:00
11:00 AM,74.8,50.9,43,30.17,15.0,WNW,11.5,-,N/A,,Clear,290,1995-09-14 16:00:00
12:00 PM,77.0,47.8,36,30.18,15.0,WNW,5.8,-,N/A,,Scattered Clouds,290,1995-09-14 17:00:00
1:00 PM,79.0,45.9,31,30.18,15.0,NNE,10.4,-,N/A,,Scattered Clouds,30,1995-09-14 18:00:00
2:00 PM,79.9,45.9,30,30.17,25.0,NNW,9.2,-,N/A,,Scattered Clouds,340,1995-09-14 19:00:00
3:00 PM,81.0,45.0,28,30.16,25.0,NW,11.5,-,N/A,,Scattered Clouds,320,1995-09-14 20:00:00
4:00 PM,80.1,46.0,30,0.00,40.0,NNW,11.5,-,N/A,,Clear,340,1995-09-14 21:00:00
6:00 PM,70.9,55.9,59,30.20,25.0,NE,12.7,-,N/A,,Scattered Clouds,50,1995-09-14 23:00:00
7:00 PM,66.9,54.9,65,30.22,25.0,NE,13.8,-,N/A,,Scattered Clouds,50,1995-09-15 00:00:00
8:00 PM,65.8,55.9,70,30.24,20.0,NE,12.7,-,N/A,,Mostly Cloudy,40,1995-09-15 01:00:00
10:00 PM,63.0,54.0,72,30.27,35.0,NE,9.2,-,N/A,,Mostly Cloudy,40,1995-09-15 03:00:00
11:00 PM,61.9,52.9,72,30.28,20.0,NNE,9.2,-,N/A,,Scattered Clouds,20,1995-09-15 04:00:00
