725340,"CHICAGO MIDWAY AP",IL,-6.0,41.783,-87.750,186
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
01/01/2004,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,7,E,9,6,E,9,-1.0,A,7,-8.0,A,7,55,A,7,1003,A,7,20,A,7,2.6,A,7,16100,A,7,7500,A,7,0.7,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,7,E,9,7,E,9,-1.0,A,7,-8.0,A,7,55,A,7,1003,A,7,0,A,7,0.0,A,7,16100,A,7,7500,A,7,0.8,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,6,E,9,6,E,9,-1.0,A,7,-7.0,A,7,60,A,7,1003,A,7,90,A,7,2.1,A,7,16100,A,7,7500,A,7,0.8,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,6,E,9,6,E,9,-1.0,A,7,-6.0,A,7,66,A,7,1003,A,7,110,A,7,1.5,A,7,16100,A,7,7500,A,7,0.8,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,2,E,9,2,E,9,-1.0,A,7,-5.0,A,7,71,A,7,1003,A,7,170,A,7,2.1,A,7,16100,A,7,7500,A,7,0.8,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,06:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,8,E,9,8,E,9,-1.0,A,7,-5.0,A,7,71,A,7,1002,A,7,130,A,7,4.1,A,7,16100,A,7,7500,A,7,0.8,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,9,E,9,5,E,9,0.0,A,7,-5.0,A,7,66,A,7,1002,A,7,120,A,7,2.6,A,7,16100,A,7,7500,A,7,0.8,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,08:00,46,931,3,2,9,6,2,21,3,2,9,408,2,9,247,2,21,394,2,9,62,2,25,10,E,9,4,E,9,0.0,A,7,-6.0,A,7,60,A,7,1001,A,7,130,A,7,5.1,A,7,16100,A,7,7500,A,7,0.9,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,09:00,242,1415,78,2,9,21,2,21,75,2,9,8588,2,9,1646,2,21,8305,2,9,1757,2,25,9,E,9,7,E,9,1.0,A,7,-6.0,A,7,56,A,7,1001,A,7,120,A,7,4.1,A,7,16100,A,7,6000,A,7,0.9,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,10:00,415,1415,131,2,9,19,2,21,126,2,9,14577,2,9,1219,2,21,14218,2,9,4279,2,25,10,E,9,9,E,9,3.0,A,7,-4.0,A,7,58,A,7,1001,A,7,120,A,7,3.6,A,7,16100,A,7,2100,A,7,1.1,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,11:00,536,1415,166,2,9,18,2,21,159,2,9,18560,2,9,1357,2,21,18044,2,9,5771,2,25,10,E,9,10,E,9,3.0,A,7,-3.0,A,7,63,A,7,999,A,7,170,A,7,5.1,A,7,16100,A,7,2100,A,7,1.4,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,12:00,595,1415,153,2,9,0,2,21,153,2,9,17395,2,9,0,2,21,17395,2,9,5988,2,25,10,E,9,10,E,9,4.0,A,7,-1.0,A,7,69,A,7,997,A,7,160,A,7,3.6,A,7,16100,A,7,1470,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,13:00,589,1415,153,2,9,6,2,21,151,2,9,17450,2,9,446,2,21,17264,2,9,5900,2,25,10,E,9,10,E,9,6.0,A,7,0.0,A,7,65,A,7,995,A,7,150,A,7,3.6,A,7,16100,A,7,1500,A,7,1.7,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,14:00,518,1415,102,2,9,0,2,21,102,2,9,11784,2,9,0,2,21,11784,2,9,4149,2,25,10,E,9,10,E,9,6.0,A,7,1.0,A,7,70,A,7,994,A,7,170,A,7,5.1,A,7,16100,A,7,1440,A,7,1.8,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,15:00,387,1415,58,2,9,0,2,21,58,2,9,6787,2,9,0,2,21,6787,2,9,2357,2,25,10,E,9,10,E,9,6.0,A,7,1.0,A,7,70,A,7,993,A,7,170,A,7,4.1,A,7,16100,A,7,840,A,7,1.9,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,16:00,205,1415,30,2,9,0,2,21,30,2,9,3482,2,9,0,2,21,3482,2,9,1133,2,25,10,E,9,10,E,9,7.0,A,7,1.0,A,7,66,A,7,993,A,7,160,A,7,4.6,A,7,16100,A,7,1050,A,7,2.0,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,17:00,24,672,0,2,9,0,2,21,0,2,9,0,2,9,0,2,21,0,2,9,0,2,25,10,E,9,10,E,9,7.0,A,7,2.0,A,7,70,A,7,992,A,7,170,A,7,4.6,A,7,16100,A,7,1080,A,7,2.1,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,18:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,7.0,A,7,2.0,A,7,70,A,7,991,A,7,170,A,7,6.2,A,7,16100,A,7,990,A,7,2.2,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,19:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,8.0,A,7,4.0,A,7,76,A,7,991,A,7,200,A,7,5.1,A,7,16100,A,7,930,A,7,2.0,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,9,E,9,9,E,9,9.0,A,7,6.0,A,7,81,A,7,990,A,7,200,A,7,5.7,A,7,16100,A,7,1350,A,7,1.9,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,8,E,9,8,E,9,9.0,A,7,6.0,A,7,81,A,7,990,A,7,220,A,7,3.6,A,7,16100,A,7,1380,A,7,1.7,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,8,E,9,8,E,9,9.0,A,7,7.0,A,7,87,A,7,990,A,7,210,A,7,3.6,A,7,16100,A,7,1440,A,7,1.5,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,8,E,9,8,E,9,9.0,A,7,7.0,A,7,87,A,7,990,A,7,220,A,7,3.6,A,7,14500,A,7,1350,A,7,1.3,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/01/2004,24:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,E,9,3,E,9,9.0,A,7,7.0,A,7,87,A,7,990,A,7,240,A,7,4.6,A,7,14500,A,7,77777,A,7,1.1,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,E,9,3,E,9,9.0,A,7,7.0,A,7,87,A,7,990,A,7,250,A,7,4.1,A,7,12900,A,7,77777,A,7,1.0,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,8,E,9,8,E,9,9.0,A,7,7.0,A,7,87,A,7,991,A,7,270,A,7,4.6,A,7,4800,A,7,240,A,7,0.9,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,8.0,A,7,7.0,A,7,93,A,7,991,A,7,250,A,7,3.6,A,7,6400,A,7,180,A,7,0.8,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,B,8,10,B,8,6.8,B,8,6.3,B,8,97,A,7,991,B,8,240,B,8,2.9,B,8,-9900,?,0,11090,B,8,0.9,E,8,0.094,F,8,0.170,F,8,-9900,-9900,?,0
01/02/2004,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,6.0,A,7,6.0,A,7,100,A,7,990,A,7,220,A,7,2.1,A,7,2000,A,7,77777,A,7,0.9,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,06:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,B,8,10,B,8,5.5,B,8,5.1,B,8,97,A,7,991,B,8,230,A,7,2.1,A,7,-9900,?,0,11015,B,8,0.9,E,8,0.094,F,8,0.170,F,8,-9900,-9900,?,0
01/02/2004,07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,5.0,A,7,4.0,A,7,93,A,7,991,A,7,190,A,7,4.6,A,7,2400,A,7,30,A,7,1.0,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,08:00,46,932,1,2,9,0,2,21,1,2,9,1,2,9,0,2,21,1,2,9,4,2,25,10,B,8,10,B,8,5.4,B,8,5.0,B,8,97,A,7,991,B,8,190,A,7,4.6,A,7,-9900,?,0,77777,A,7,1.1,E,8,0.094,F,8,0.170,F,8,-9900,-9900,?,0
01/02/2004,09:00,242,1415,26,2,9,0,2,21,26,2,9,31,2,9,0,2,21,31,2,9,104,2,25,10,E,9,10,E,9,6.0,A,7,6.0,A,7,100,A,7,991,A,7,230,A,7,2.6,A,7,2800,A,7,90,A,7,1.2,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,10:00,416,1415,159,2,9,81,2,21,135,2,9,174,2,9,74,2,21,152,2,9,340,2,25,10,E,9,9,E,9,8.0,A,7,7.0,A,7,93,A,7,990,A,7,200,A,7,3.1,A,7,6400,A,7,3000,A,7,1.4,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,11:00,537,1415,294,2,9,232,2,21,206,2,9,315,2,9,224,2,21,229,2,9,478,2,25,10,E,9,10,E,9,11.0,A,7,8.0,A,7,82,A,7,989,A,7,180,A,7,5.7,A,7,8000,A,7,270,A,7,1.7,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,12:00,597,1415,86,2,9,0,2,21,86,2,9,102,2,9,0,2,21,102,2,9,382,2,25,10,E,9,10,E,9,11.0,A,7,9.0,A,7,87,A,7,987,A,7,170,A,7,4.1,A,7,6400,A,7,150,A,7,1.9,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,13:00,591,1415,83,2,9,0,2,21,83,2,9,99,2,9,0,2,21,99,2,9,370,2,25,10,E,9,10,E,9,12.0,A,7,11.0,A,7,94,A,7,985,A,7,170,A,7,5.1,A,7,6400,A,7,150,A,7,2.1,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,14:00,521,1415,56,2,9,0,2,21,56,2,9,68,2,9,0,2,21,68,2,9,251,2,25,10,E,9,10,E,9,12.0,A,7,11.0,A,7,94,A,7,984,A,7,160,A,7,5.7,A,7,2800,A,7,90,A,7,2.3,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,15:00,390,1415,42,2,9,0,2,21,42,2,9,50,2,9,0,2,21,50,2,9,179,2,25,10,E,9,10,E,9,13.0,A,7,12.0,A,7,94,A,7,983,A,7,170,A,7,6.7,A,7,2000,A,7,30,A,7,2.5,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,16:00,209,1415,17,2,9,0,2,21,17,2,9,21,2,9,0,2,21,21,2,9,69,2,25,10,E,9,10,E,9,14.0,A,7,13.0,A,7,94,A,7,982,A,7,180,A,7,6.7,A,7,4800,A,7,90,A,7,2.5,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,17:00,26,696,0,2,9,0,2,21,0,2,9,0,2,9,0,2,21,0,2,9,0,2,25,10,E,9,10,E,9,15.0,A,7,13.0,A,7,88,A,7,982,A,7,190,A,7,8.2,A,7,8000,A,7,300,A,7,2.4,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,18:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,16.0,A,7,13.0,A,7,82,A,7,981,A,7,200,A,7,9.3,A,7,14500,A,7,480,A,7,2.3,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,19:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,8,E,9,8,E,9,16.0,A,7,13.0,A,7,82,A,7,981,A,7,200,A,7,9.3,A,7,14500,A,7,600,A,7,2.3,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,8,E,9,8,E,9,16.0,A,7,13.0,A,7,82,A,7,982,A,7,210,A,7,8.7,A,7,16100,A,7,1350,A,7,2.3,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,5,E,9,16.0,A,7,13.0,A,7,82,A,7,982,A,7,220,A,7,5.7,A,7,14500,A,7,77777,A,7,2.3,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,8,E,9,7,E,9,15.0,A,7,12.0,A,7,82,A,7,983,A,7,240,A,7,5.1,A,7,16100,A,7,77777,A,7,2.2,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,14.0,A,7,10.0,A,7,77,A,7,983,A,7,250,A,7,7.7,A,7,16100,A,7,77777,A,7,2.0,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/02/2004,24:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,9,E,9,8,E,9,12.0,A,7,8.0,A,7,76,A,7,984,A,7,250,A,7,5.1,A,7,16100,A,7,7500,A,7,1.9,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,7,E,9,5,E,9,11.0,A,7,8.0,A,7,82,A,7,984,A,7,260,A,7,6.7,A,7,16100,A,7,6000,A,7,1.8,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,8,E,9,7,E,9,10.0,A,7,7.0,A,7,82,A,7,985,A,7,270,A,7,5.1,A,7,11300,A,7,6000,A,7,1.7,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,8,E,9,8,E,9,9.0,A,7,6.0,A,7,81,A,7,986,A,7,280,A,7,5.1,A,7,12900,A,7,5400,A,7,1.7,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,8,E,9,8.0,A,7,5.0,A,7,81,A,7,986,A,7,280,A,7,4.1,A,7,12900,A,7,6000,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,6.0,A,7,4.0,A,7,87,A,7,987,A,7,280,A,7,3.1,A,7,14500,A,7,3600,A,7,1.5,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,06:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,9,E,9,6.0,A,7,3.0,A,7,81,A,7,988,A,7,290,A,7,4.6,A,7,14500,A,7,3600,A,7,1.4,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,9,E,9,6.0,A,7,2.0,A,7,75,A,7,989,A,7,280,A,7,3.1,A,7,14500,A,7,3600,A,7,1.4,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,08:00,46,932,3,2,9,8,2,21,3,2,9,4,2,9,2,2,21,4,2,9,4,2,25,10,E,9,9,E,9,6.0,A,7,2.0,A,7,75,A,7,990,A,7,310,A,7,4.1,A,7,16100,A,7,3600,A,7,1.4,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,09:00,242,1415,78,2,9,28,2,21,73,2,9,85,2,9,22,2,21,81,2,9,172,2,25,10,E,9,7,E,9,6.0,A,7,1.0,A,7,70,A,7,991,A,7,320,A,7,3.1,A,7,16100,A,7,4500,A,7,1.3,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,10:00,416,1415,201,2,9,219,2,21,136,2,9,209,2,9,196,2,21,152,2,9,283,2,25,10,E,9,8,E,9,6.0,A,7,-1.0,A,7,60,A,7,992,A,7,330,A,7,5.1,A,7,16100,A,7,4500,A,7,1.3,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,11:00,538,1415,96,2,9,0,2,21,96,2,9,112,2,9,0,2,21,112,2,9,402,2,25,9,E,9,8,E,9,6.0,A,7,-2.0,A,7,55,A,7,992,A,7,310,A,7,4.1,A,7,16100,A,7,3600,A,7,1.3,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,12:00,599,1415,165,2,9,12,2,21,160,2,9,187,2,9,9,2,21,183,2,9,619,2,25,10,E,9,10,E,9,6.0,A,7,-3.0,A,7,51,A,7,991,A,7,320,A,7,5.1,A,7,16100,A,7,3600,A,7,1.3,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,13:00,594,1415,65,2,9,0,2,21,65,2,9,79,2,9,0,2,21,79,2,9,299,2,25,10,E,9,10,E,9,6.0,A,7,-4.0,A,7,47,A,7,990,A,7,340,A,7,5.7,A,7,16100,A,7,3300,A,7,1.4,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,14:00,523,1415,57,2,9,0,2,21,57,2,9,69,2,9,0,2,21,69,2,9,256,2,25,10,E,9,10,E,9,6.0,A,7,-5.0,A,7,43,A,7,991,A,7,340,A,7,3.6,A,7,16100,A,7,2400,A,7,1.4,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,15:00,393,1415,53,2,9,0,2,21,53,2,9,63,2,9,0,2,21,63,2,9,220,2,25,10,E,9,10,E,9,4.0,A,7,-5.0,A,7,49,A,7,993,A,7,330,A,7,6.2,A,7,16100,A,7,2400,A,7,1.5,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,16:00,212,1415,17,2,9,0,2,21,17,2,9,21,2,9,0,2,21,21,2,9,69,2,25,10,E,9,10,E,9,4.0,A,7,-4.0,A,7,54,A,7,993,A,7,340,A,7,3.6,A,7,16100,A,7,1380,A,7,1.5,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,17:00,27,719,0,2,9,0,2,21,0,2,9,0,2,9,0,2,21,0,2,9,0,2,25,10,E,9,10,E,9,2.0,A,7,-3.0,A,7,67,A,7,994,A,7,30,A,7,4.1,A,7,12900,A,7,1500,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,18:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,A,7,1.0,A,7,-2.0,A,7,79,A,7,994,A,7,10,A,7,5.1,A,7,2800,A,7,1050,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,19:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,0.0,A,7,-2.0,A,7,85,A,7,995,A,7,10,A,7,2.1,A,7,4800,A,7,240,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,1.0,A,7,-2.0,A,7,79,A,7,995,A,7,20,A,7,2.6,A,7,16100,A,7,1440,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,1.0,A,7,-3.0,A,7,72,A,7,995,A,7,20,A,7,3.6,A,7,16100,A,7,2100,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,1.0,A,7,-4.0,A,7,67,A,7,995,A,7,10,A,7,6.2,A,7,16100,A,7,1500,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,0.0,A,7,-6.0,A,7,60,A,7,996,A,7,20,A,7,6.2,A,7,16100,A,7,1800,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/03/2004,24:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,0.0,A,7,-6.0,A,7,60,A,7,996,A,7,30,A,7,6.7,A,7,16100,A,7,1800,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/04/2004,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,1.0,A,7,-5.0,A,7,61,A,7,996,A,7,20,A,7,6.7,A,7,16100,A,7,2100,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/04/2004,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,9,E,9,0.0,A,7,-4.0,A,7,72,A,7,996,A,7,30,A,7,6.2,A,7,16100,A,7,2400,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/04/2004,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,9,E,9,0.0,A,7,-4.0,A,7,72,A,7,996,A,7,30,A,7,9.3,A,7,16100,A,7,2100,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/04/2004,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,0.0,A,7,-3.0,A,7,78,A,7,995,A,7,50,A,7,6.7,A,7,14500,A,7,600,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/04/2004,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,1.0,A,7,-4.0,A,7,67,A,7,995,A,7,50,A,7,7.2,A,7,16100,A,7,780,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/04/2004,06:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,1.0,A,7,-3.0,A,7,72,A,7,994,A,7,50,A,7,7.2,A,7,14500,A,7,630,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/04/2004,07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,9,E,9,1.0,A,7,-4.0,A,7,67,A,7,994,A,7,60,A,7,8.2,A,7,16100,A,7,690,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/04/2004,08:00,46,932,1,2,9,0,2,21,1,2,9,1,2,9,0,2,21,1,2,9,4,2,25,10,E,9,10,E,9,1.0,A,7,-3.0,A,7,72,A,7,994,A,7,50,A,7,9.8,A,7,16100,A,7,690,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/04/2004,09:00,243,1415,26,2,9,0,2,21,26,2,9,31,2,9,0,2,21,31,2,9,104,2,25,10,E,9,10,E,9,1.0,A,7,-4.0,A,7,67,A,7,995,A,7,60,A,7,8.2,A,7,14500,A,7,690,A,7,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/04/2004,10:00,417,1415,42,2,9,0,2,21,42,2,9,51,2,9,0,2,21,51,2,9,183,2,25,10,B,8,10,B,8,1.2,B,8,-4.9,B,8,61,A,7,995,B,8,40,A,7,8.7,A,7,-9900,?,0,1060,B,8,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/04/2004,11:00,540,1415,58,2,9,0,2,21,58,2,9,70,2,9,0,2,21,70,2,9,262,2,25,10,B,8,10,B,8,1.9,B,8,-4.8,B,8,58,A,7,994,B,8,50,A,7,7.7,A,7,-9900,?,0,650,B,8,1.6,E,8,0.094,F,8,0.170,F,8,0,1,A,7
01/04/2004,12:00,601,1415,67,2,9,0,2,21,67,2,9,81,2,9,0,2,21,81,2,9,309,2,25,10,B,8,10,B,8,2.2,B,8,-4.2,B,8,60,A,7,994,B,8,40,A,7,6.2,A,7,-9900,?,0,780,B,8,1.7,E,8,0.094,F,8,0.170,F,8,0,1,A,7
