TimeCST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:56 AM,10.9,1.9,67,30.34,10.0,WSW,4.6,-,N/A,,Scattered Clouds,250,2000-12-06 06:56:00
1:56 AM,12.0,5.0,73,30.34,10.0,West,5.8,-,N/A,,Scattered Clouds,280,2000-12-06 07:56:00
2:56 AM,12.0,3.0,67,30.32,10.0,West,8.1,-,N/A,,Clear,280,2000-12-06 08:56:00
3:56 AM,12.0,1.9,64,30.29,10.0,West,6.9,-,N/A,,Partly Cloudy,270,2000-12-06 09:56:00
4:56 AM,12.0,1.9,64,30.28,10.0,WNW,6.9,-,N/A,,Mostly Cloudy,290,2000-12-06 10:56:00
5:56 AM,10.9,3.0,70,30.26,10.0,WSW,4.6,-,N/A,,Scattered Clouds,240,2000-12-06 11:56:00
6:56 AM,12.0,3.0,67,30.23,10.0,WSW,8.1,-,N/A,,Overcast,240,2000-12-06 12:56:00
7:56 AM,12.0,3.0,67,30.21,10.0,WSW,10.4,-,N/A,,Mostly Cloudy,240,2000-12-06 13:56:00
8:56 AM,12.9,1.9,62,30.20,10.0,West,12.7,-,N/A,,Overcast,260,2000-12-06 14:56:00
9:56 AM,15.1,1.9,56,30.19,10.0,WSW,15.0,19.6,N/A,,Overcast,240,2000-12-06 15:56:00
10:56 AM,17.1,1.0,50,30.14,10.0,WSW,13.8,19.6,N/A,,Overcast,240,2000-12-06 16:56:00
11:56 AM,18.0,1.0,48,30.09,10.0,WSW,11.5,24.2,N/A,,Overcast,250,2000-12-06 17:56:00
12:56 PM,19.0,6.1,57,30.05,10.0,WSW,15.0,-,N/A,,Overcast,240,2000-12-06 18:56:00
1:56 PM,19.9,10.9,68,30.01,10.0,WSW,10.4,20.7,N/A,,Overcast,240,2000-12-06 19:56:00
2:25 PM,19.4,12.2,74,29.96,10.0,SW,15.0,20.7,0.00,Snow,Light Snow,230,2000-12-06 20:25:00
2:56 PM,19.9,12.9,74,29.99,10.0,WSW,15.0,20.7,0.00,Snow,Light Snow,250,2000-12-06 20:56:00
3:56 PM,19.9,15.1,81,30.00,2.0,WSW,12.7,-,0.00,Snow,Light Snow,250,2000-12-06 21:56:00
4:56 PM,19.9,16.0,85,29.99,3.0,West,12.7,-,0.00,Snow,Light Snow,260,2000-12-06 22:56:00
5:56 PM,19.9,16.0,85,29.99,4.0,West,10.4,-,0.00,Snow,Light Snow,260,2000-12-06 23:56:00
6:56 PM,19.9,15.1,81,29.99,9.0,WNW,12.7,-,0.00,Snow,Light Snow,290,2000-12-07 00:56:00
7:56 PM,19.9,15.1,81,29.99,9.0,WNW,11.5,-,0.00,Snow,Light Snow,290,2000-12-07 01:56:00
8:56 PM,19.9,14.0,78,29.99,8.0,NW,10.4,-,0.00,Snow,Light Snow,310,2000-12-07 02:56:00
9:56 PM,19.9,12.9,74,29.97,8.0,West,10.4,-,0.00,Snow,Light Snow,280,2000-12-07 03:56:00
10:56 PM,19.9,12.0,71,29.97,9.0,WNW,10.4,-,0.00,Snow,Light Snow,290,2000-12-07 04:56:00
11:56 PM,19.9,14.0,78,29.96,9.0,West,6.9,-,0.00,Snow,Light Snow,270,2000-12-07 05:56:00
