YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2005-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.094,1,0.094,1,0.281,2,0.17,0
2005-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.094,1,0.094,1,0.266,2,0.17,0
2005-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.094,1,0.094,1,0.266,2,0.17,0
2005-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.094,1,0.094,1,0.266,2,0.17,0
2005-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.094,1,0.094,1,0.266,2,0.17,0
2005-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.094,1,0.094,1,0.266,2,0.17,0
2005-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,3,0.094,1,0.094,1,0.266,2,0.17,0
2005-01-01,8:00,87.2,124.4,46,931,6,1,9,6,1,21,6,1,9,14,10,1,16,14,10,12,10,38,16,10,10,-9900,99,-9900,99,-9900,99,1.4,3,0.094,1,0.146,1,0.266,2,0.17,0
2005-01-01,9:00,80.2,133.3,242,1415,68,0,9,20,0,21,65,0,9,48,24,0,27,48,24,108,10,330,16,52,10,-9900,99,-9900,99,-9900,99,1.5,3,0.094,1,0.146,1,0.266,2,0.17,0
2005-01-01,10:00,72.9,145.4,415,1415,97,0,9,0,0,21,97,0,9,106,10,49,16,92,10,232,10,534,16,75,10,-9900,99,-9900,99,-9900,99,1.7,3,0.094,1,0.146,1,0.266,2,0.17,0
2005-01-01,11:00,67.7,159.0,537,1415,149,0,9,9,0,21,146,0,9,94,10,0,16,94,10,329,10,630,16,90,10,-9900,99,-9900,99,-9900,99,1.8,3,0.094,1,0.146,1,0.266,2,0.17,0
2005-01-01,12:00,65.1,173.7,596,1415,77,0,9,0,0,21,77,0,9,109,10,0,16,109,10,379,10,668,16,98,10,-9900,99,-9900,99,-9900,99,1.9,3,0.094,1,0.146,1,0.266,2,0.17,0
2005-01-01,13:00,65.3,188.9,591,1415,77,0,9,0,0,21,77,0,9,108,24,0,27,108,24,374,10,663,16,97,10,-9900,99,-9900,99,-9900,99,2.0,3,0.094,1,0.146,1,0.266,2,0.17,0
2005-01-01,14:00,68.4,203.5,520,1415,60,0,9,0,0,21,60,0,9,90,24,0,27,90,24,314,10,615,16,88,10,-9900,99,-9900,99,-9900,99,2.0,3,0.094,1,0.146,1,0.266,2,0.17,0
2005-01-01,15:00,74.0,216.8,389,1415,84,0,9,0,0,21,84,0,9,61,24,0,27,61,24,210,10,503,16,71,10,-9900,99,-9900,99,-9900,99,2.1,3,0.094,1,0.146,1,0.266,2,0.17,0
2005-01-01,16:00,81.6,228.6,208,1415,36,0,9,0,0,21,36,0,9,35,24,0,27,35,24,87,10,273,16,46,10,-9900,99,-9900,99,-9900,99,2.3,3,0.094,1,0.146,1,0.266,2,0.17,0
2005-01-01,17:00,87.9,236.6,25,696,2,1,9,0,1,21,2,1,9,4,24,0,27,4,24,5,10,18,16,5,10,-9900,99,-9900,99,-9900,99,2.5,3,0.094,1,0.146,1,0.266,2,0.17,0
2005-01-01,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.6,3,0.094,1,0.146,1,0.266,2,0.17,0
2005-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.8,3,0.094,1,0.146,1,0.266,2,0.17,0
