YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
1995-01-01,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,1,0.094,1,0.094,1,0.356,1,0.17,0
1995-01-01,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,1,0.094,1,0.094,1,0.356,1,0.17,0
1995-01-01,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,1,0.094,1,0.094,1,0.356,1,0.17,0
1995-01-01,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,1,0.094,1,0.094,1,0.356,1,0.17,0
1995-01-01,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,1,0.094,1,0.094,1,0.356,1,0.17,0
1995-01-01,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,1,0.094,1,0.094,1,0.356,1,0.17,0
1995-01-01,7:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,1,0.094,1,0.094,1,0.356,1,0.17,0
1995-01-01,8:00,87.2,124.4,46,931,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,17,11,4,16,17,11,12,10,44,16,10,10,-9900,99,-9900,99,-9900,99,0.4,1,0.094,1,0.139,1,0.356,1,0.17,0
1995-01-01,9:00,80.2,133.4,242,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,93,11,142,16,69,11,111,10,357,16,50,10,-9900,99,-9900,99,-9900,99,0.4,1,0.094,1,0.139,1,0.356,1,0.17,0
1995-01-01,10:00,72.9,145.5,415,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,55,11,0,16,55,11,239,10,570,16,72,10,-9900,99,-9900,99,-9900,99,0.4,1,0.094,1,0.139,1,0.356,1,0.17,0
1995-01-01,11:00,67.7,159.0,536,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,94,11,0,16,94,11,341,10,670,16,87,10,-9900,99,-9900,99,-9900,99,0.4,1,0.094,1,0.139,1,0.356,1,0.17,0
1995-01-01,12:00,65.1,173.8,595,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,351,11,161,16,283,11,394,10,710,16,95,10,-9900,99,-9900,99,-9900,99,0.5,1,0.094,1,0.139,1,0.356,1,0.17,0
1995-01-01,13:00,65.4,189.0,589,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,192,11,103,16,149,11,388,10,706,16,94,10,-9900,99,-9900,99,-9900,99,0.5,1,0.094,1,0.139,1,0.356,1,0.17,0
