YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2003-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.094,1,0.094,1,0.288,1,0.17,0
2003-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.094,1,0.094,1,0.288,1,0.17,0
2003-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.094,1,0.094,1,0.288,1,0.17,0
2003-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.094,1,0.094,1,0.288,1,0.17,0
2003-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.094,1,0.094,1,0.288,1,0.17,0
2003-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.094,1,0.094,1,0.288,1,0.17,0
2003-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.094,1,0.094,1,0.288,1,0.17,0
2003-01-01,8:00,87.1,124.4,46,931,14,1,9,141,1,21,7,1,9,9,10,2,16,9,10,14,10,82,16,10,10,-9900,99,-9900,99,-9900,99,0.6,3,0.094,1,0.100,1,0.288,1,0.17,0
2003-01-01,9:00,80.2,133.4,242,1415,143,0,9,435,0,21,68,0,9,71,10,66,16,60,10,119,10,444,16,44,10,-9900,99,-9900,99,-9900,99,0.6,3,0.094,1,0.100,1,0.288,1,0.17,0
2003-01-01,10:00,72.9,145.5,415,1415,256,0,9,402,0,21,138,0,9,173,10,46,16,159,10,250,10,646,16,61,10,-9900,99,-9900,99,-9900,99,0.7,3,0.094,1,0.100,1,0.288,1,0.17,0
2003-01-01,11:00,67.7,159.0,536,1415,76,0,9,0,0,21,76,0,9,120,10,96,16,83,10,352,10,736,16,73,10,-9900,99,-9900,99,-9900,99,0.7,3,0.094,1,0.100,1,0.288,1,0.17,0
2003-01-01,12:00,65.1,173.8,595,1415,124,0,9,0,0,21,124,0,9,122,10,32,16,109,10,404,10,771,16,79,10,-9900,99,-9900,99,-9900,99,0.7,3,0.094,1,0.100,1,0.288,1,0.17,0
2003-01-01,13:00,65.4,189.0,590,1415,141,0,9,0,0,21,141,0,9,114,24,0,27,114,24,398,10,767,16,78,10,-9900,99,-9900,99,-9900,99,0.7,3,0.094,1,0.100,1,0.288,1,0.17,0
2003-01-01,14:00,68.5,203.5,519,1415,82,0,9,0,0,21,82,0,9,96,24,0,27,96,24,336,10,722,16,71,10,-9900,99,-9900,99,-9900,99,0.8,3,0.094,1,0.100,1,0.288,1,0.17,0
2003-01-01,15:00,74.1,216.8,388,1415,114,0,9,18,0,21,109,0,9,65,24,0,27,65,24,227,10,616,16,58,10,-9900,99,-9900,99,-9900,99,0.8,3,0.094,1,0.100,1,0.288,1,0.17,0
2003-01-01,16:00,81.6,228.6,206,1415,67,0,9,60,0,21,58,0,9,29,24,0,27,29,24,95,10,384,16,39,10,-9900,99,-9900,99,-9900,99,0.7,3,0.094,1,0.100,1,0.288,1,0.17,0
2003-01-01,17:00,88.0,236.6,24,696,4,1,9,14,1,21,3,1,9,3,10,1,16,3,10,6,10,43,16,4,10,-9900,99,-9900,99,-9900,99,0.7,3,0.094,1,0.100,1,0.288,1,0.17,0
2003-01-01,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.094,1,0.100,1,0.288,1,0.17,0
2003-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.094,1,0.100,1,0.288,1,0.17,0
2003-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.094,1,0.100,1,0.288,1,0.17,0
2003-01-01,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.094,1,0.100,1,0.288,1,0.17,0
2003-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.094,1,0.100,1,0.288,1,0.17,0
2003-01-01,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.094,1,0.100,1,0.288,1,0.17,0
2003-01-01,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.094,1,0.100,1,0.288,1,0.17,0
2003-01-02,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.094,1,0.100,1,0.331,1,0.17,0
2003-01-02,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.094,1,0.100,1,0.331,1,0.17,0
2003-01-02,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.094,1,0.100,1,0.331,1,0.17,0
