YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2004-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.094,1,0.094,1,0.280,1,0.17,0
2004-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.094,1,0.094,1,0.280,1,0.17,0
2004-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.094,1,0.094,1,0.280,1,0.17,0
2004-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.094,1,0.094,1,0.280,1,0.17,0
2004-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.094,1,0.094,1,0.280,1,0.17,0
2004-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.094,1,0.094,1,0.280,1,0.17,0
2004-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.094,1,0.094,1,0.280,1,0.17,0
2004-01-01,8:00,87.1,124.5,46,931,6,1,9,4,1,21,6,1,9,15,10,32,16,14,10,15,10,116,16,9,10,-9900,99,-9900,99,-9900,99,0.9,3,0.094,1,0.076,1,0.280,1,0.17,0
2004-01-01,9:00,80.2,133.4,242,1415,67,0,9,11,0,21,65,0,9,107,10,164,16,79,10,124,10,500,16,39,10,-9900,99,-9900,99,-9900,99,0.9,3,0.094,1,0.076,1,0.280,1,0.17,0
2004-01-01,10:00,72.9,145.5,415,1415,130,0,9,18,0,21,125,0,9,131,10,38,16,120,10,254,10,684,16,53,10,-9900,99,-9900,99,-9900,99,1.1,3,0.094,1,0.076,1,0.280,1,0.17,0
2004-01-01,11:00,67.7,159.1,536,1415,160,0,9,12,0,21,155,0,9,150,10,26,16,140,10,352,10,763,16,63,10,-9900,99,-9900,99,-9900,99,1.4,3,0.094,1,0.076,1,0.280,1,0.17,0
2004-01-01,12:00,65.1,173.8,595,1415,179,0,9,13,0,21,174,0,9,120,10,0,16,120,10,401,10,791,16,68,10,-9900,99,-9900,99,-9900,99,1.6,3,0.094,1,0.076,1,0.280,1,0.17,0
2004-01-01,13:00,65.4,189.0,589,1415,151,0,9,3,0,21,150,0,9,118,10,0,16,118,10,395,10,786,16,68,10,-9900,99,-9900,99,-9900,99,1.7,3,0.094,1,0.076,1,0.280,1,0.17,0
2004-01-01,14:00,68.5,203.6,518,1415,106,0,9,0,0,21,106,0,9,101,10,0,16,101,10,334,10,744,16,62,10,-9900,99,-9900,99,-9900,99,1.8,3,0.094,1,0.076,1,0.280,1,0.17,0
2004-01-01,15:00,74.1,216.9,387,1415,63,0,9,0,0,21,63,0,9,69,10,0,16,69,10,227,10,647,16,51,10,-9900,99,-9900,99,-9900,99,1.9,3,0.094,1,0.076,1,0.280,1,0.17,0
