YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2001-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,2,0.094,1,0.094,1,0.414,1,0.17,0
2001-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,2,0.094,1,0.094,1,0.414,1,0.17,0
2001-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,2,0.094,1,0.094,1,0.414,1,0.17,0
2001-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,2,0.094,1,0.094,1,0.414,1,0.17,0
2001-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,2,0.094,1,0.094,1,0.414,1,0.17,0
2001-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,2,0.094,1,0.094,1,0.414,1,0.17,0
2001-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,2,0.094,1,0.094,1,0.414,1,0.17,0
2001-01-01,8:00,87.2,124.4,46,931,12,1,9,120,1,21,6,1,9,16,10,164,16,8,10,17,10,186,16,8,10,-9900,99,-9900,99,-9900,99,0.5,2,0.094,1,0.045,1,0.414,1,0.17,0
2001-01-01,9:00,80.2,133.3,242,1415,131,0,9,371,0,21,67,0,9,81,10,103,16,64,10,132,10,598,16,30,10,-9900,99,-9900,99,-9900,99,0.5,2,0.094,1,0.045,1,0.414,1,0.17,0
2001-01-01,10:00,72.9,145.4,415,1415,283,0,9,510,0,21,133,0,9,232,10,461,16,97,10,269,10,775,16,41,10,-9900,99,-9900,99,-9900,99,0.5,2,0.094,1,0.045,1,0.414,1,0.17,0
2001-01-01,11:00,67.7,159.0,536,1415,253,0,9,216,0,21,171,0,9,273,10,341,16,144,10,372,10,852,16,49,10,-9900,99,-9900,99,-9900,99,0.4,2,0.094,1,0.045,1,0.414,1,0.17,0
2001-01-01,12:00,65.1,173.7,596,1415,417,0,9,588,0,21,169,0,9,425,10,882,16,53,10,425,10,882,16,53,10,-9900,99,-9900,99,-9900,99,0.4,2,0.094,1,0.045,1,0.414,1,0.17,0
2001-01-01,13:00,65.3,188.9,591,1415,318,0,9,299,0,21,193,0,9,420,10,879,16,53,10,420,10,879,16,53,10,-9900,99,-9900,99,-9900,99,0.4,2,0.094,1,0.045,1,0.414,1,0.17,0
2001-01-01,14:00,68.4,203.5,520,1415,326,0,9,509,0,21,139,0,9,358,10,843,16,48,10,358,10,843,16,48,10,-9900,99,-9900,99,-9900,99,0.4,2,0.094,1,0.045,1,0.414,1,0.17,0
2001-01-01,15:00,74.0,216.8,389,1415,258,0,9,612,0,21,89,0,9,247,10,755,16,39,10,247,10,755,16,39,10,-9900,99,-9900,99,-9900,99,0.4,2,0.094,1,0.045,1,0.414,1,0.17,0
