YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2000-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,2,0.094,1,0.094,1,0.279,1,0.17,0
2000-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,2,0.094,1,0.094,1,0.279,1,0.17,0
2000-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.094,1,0.094,1,0.279,1,0.17,0
2000-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.094,1,0.094,1,0.279,1,0.17,0
2000-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.094,1,0.094,1,0.279,1,0.17,0
2000-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.094,1,0.094,1,0.279,1,0.17,0
2000-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.094,1,0.094,1,0.279,1,0.17,0
2000-01-01,8:00,87.1,124.5,46,931,14,1,9,162,1,21,6,1,9,17,10,109,16,11,10,17,10,164,16,9,10,-9900,99,-9900,99,-9900,99,1.1,2,0.094,1,0.054,1,0.279,1,0.17,0
2000-01-01,9:00,80.2,133.4,242,1415,145,0,9,497,0,21,60,0,9,132,10,521,16,43,10,129,10,565,16,33,10,-9900,99,-9900,99,-9900,99,1.1,2,0.094,1,0.054,1,0.279,1,0.17,0
2000-01-01,10:00,72.9,145.5,415,1415,283,0,9,698,0,21,78,0,9,218,10,494,16,74,10,262,10,741,16,45,10,-9900,99,-9900,99,-9900,99,1.1,2,0.094,1,0.054,1,0.279,1,0.17,0
2000-01-01,11:00,67.8,159.1,536,1415,384,0,9,782,0,21,88,0,9,322,10,542,16,117,10,363,10,819,16,53,10,-9900,99,-9900,99,-9900,99,1.1,2,0.094,1,0.054,1,0.279,1,0.17,0
2000-01-01,12:00,65.1,173.8,595,1415,433,0,9,813,0,21,91,0,9,318,10,406,16,147,10,414,10,849,16,57,10,-9900,99,-9900,99,-9900,99,1.0,2,0.094,1,0.054,1,0.279,1,0.17,0
2000-01-01,13:00,65.4,189.0,589,1415,429,0,9,811,0,21,91,0,9,327,10,513,16,114,10,409,10,845,16,57,10,-9900,99,-9900,99,-9900,99,1.1,2,0.094,1,0.054,1,0.279,1,0.17,0
2000-01-01,14:00,68.5,203.6,518,1415,368,0,9,771,0,21,85,0,9,290,10,469,16,118,10,347,10,807,16,52,10,-9900,99,-9900,99,-9900,99,1.1,2,0.094,1,0.054,1,0.279,1,0.17,0
2000-01-01,15:00,74.1,216.9,387,1415,260,0,9,673,0,21,76,0,9,218,10,528,16,74,10,238,10,716,16,43,10,-9900,99,-9900,99,-9900,99,1.2,2,0.094,1,0.054,1,0.279,1,0.17,0
2000-01-01,16:00,81.7,228.7,205,1415,119,0,9,454,0,21,53,0,9,45,10,45,16,39,10,104,10,508,16,30,10,-9900,99,-9900,99,-9900,99,1.2,2,0.094,1,0.054,1,0.279,1,0.17,0
2000-01-01,17:00,87.9,236.5,24,672,7,1,9,104,1,21,3,1,9,8,10,36,16,6,10,8,10,99,16,4,10,-9900,99,-9900,99,-9900,99,1.3,2,0.094,1,0.054,1,0.279,1,0.17,0
2000-01-01,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,2,0.094,1,0.054,1,0.279,1,0.17,0
2000-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,2,0.094,1,0.054,1,0.279,1,0.17,0
2000-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,2,0.094,1,0.054,1,0.279,1,0.17,0
2000-01-01,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,2,0.094,1,0.054,1,0.279,1,0.17,0
2000-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,2,0.094,1,0.054,1,0.279,1,0.17,0
2000-01-01,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,2,0.094,1,0.054,1,0.279,1,0.17,0
2000-01-01,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,2,0.094,1,0.054,1,0.279,1,0.17,0
2000-01-02,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,2,0.094,1,0.054,1,0.288,1,0.17,0
2000-01-02,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,2,0.094,1,0.054,1,0.288,1,0.17,0
2000-01-02,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,2,0.094,1,0.054,1,0.288,1,0.17,0
2000-01-02,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,2,0.094,1,0.054,1,0.288,1,0.17,0
2000-01-02,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,2,0.094,1,0.054,1,0.288,1,0.17,0
2000-01-02,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,2,0.094,1,0.054,1,0.288,1,0.17,0
2000-01-02,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,2,0.094,1,0.054,1,0.288,1,0.17,0
2000-01-02,8:00,87.2,124.3,46,932,2,1,9,0,1,21,2,1,9,11,10,27,16,10,10,12,10,33,16,10,10,-9900,99,-9900,99,-9900,99,1.4,2,0.094,1,0.154,1,0.288,1,0.17,0
2000-01-02,9:00,80.2,133.3,242,1415,23,0,9,0,0,21,23,0,9,74,10,41,16,67,10,107,10,318,16,53,10,-9900,99,-9900,99,-9900,99,1.3,2,0.094,1,0.154,1,0.288,1,0.17,0
2000-01-02,10:00,72.9,145.4,416,1415,278,0,9,431,0,21,151,0,9,205,10,322,16,110,10,231,10,526,16,77,10,-9900,99,-9900,99,-9900,99,1.3,2,0.094,1,0.154,1,0.288,1,0.17,0
2000-01-02,11:00,67.7,158.9,537,1415,105,0,9,0,0,21,105,0,9,132,10,67,16,106,10,331,10,627,16,93,10,-9900,99,-9900,99,-9900,99,1.2,2,0.094,1,0.154,1,0.288,1,0.17,0
2000-01-02,12:00,65.1,173.7,597,1415,348,0,9,388,0,21,184,0,9,298,10,379,16,138,10,382,10,668,16,101,10,-9900,99,-9900,99,-9900,99,1.2,2,0.094,1,0.154,1,0.288,1,0.17,0
2000-01-02,13:00,65.3,188.9,591,1415,431,0,9,678,0,21,147,0,9,281,10,199,16,198,10,377,10,663,16,100,10,-9900,99,-9900,99,-9900,99,1.3,2,0.094,1,0.154,1,0.288,1,0.17,0
2000-01-02,14:00,68.4,203.5,521,1415,370,0,9,773,0,21,85,0,9,297,10,342,16,171,10,316,10,614,16,91,10,-9900,99,-9900,99,-9900,99,1.3,2,0.094,1,0.154,1,0.288,1,0.17,0
2000-01-02,15:00,74.0,216.8,390,1415,262,0,9,677,0,21,75,0,9,175,10,267,16,102,10,211,10,499,16,73,10,-9900,99,-9900,99,-9900,99,1.4,2,0.094,1,0.154,1,0.288,1,0.17,0
2000-01-02,16:00,81.5,228.6,208,1415,122,0,9,460,0,21,54,0,9,91,10,176,16,65,10,86,10,266,16,47,10,-9900,99,-9900,99,-9900,99,1.4,2,0.094,1,0.154,1,0.288,1,0.17,0
2000-01-02,17:00,87.9,236.6,26,696,8,1,9,108,1,21,4,1,9,5,10,5,16,5,10,5,10,15,16,5,10,-9900,99,-9900,99,-9900,99,1.5,2,0.094,1,0.154,1,0.288,1,0.17,0
2000-01-02,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,2,0.094,1,0.154,1,0.288,1,0.17,0
2000-01-02,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,2,0.094,1,0.154,1,0.288,1,0.17,0
2000-01-02,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,2,0.094,1,0.154,1,0.288,1,0.17,0
2000-01-02,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,2,0.094,1,0.154,1,0.288,1,0.17,0
2000-01-02,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,2,0.094,1,0.154,1,0.288,1,0.17,0
2000-01-02,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,2,0.094,1,0.154,1,0.288,1,0.17,0
2000-01-02,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,2,0.094,1,0.154,1,0.288,1,0.17,0
2000-01-03,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,2,0.094,1,0.154,1,0.285,1,0.17,0
2000-01-03,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,2,0.094,1,0.154,1,0.285,1,0.17,0
2000-01-03,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,2,0.094,1,0.154,1,0.285,1,0.17,0
2000-01-03,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,2,0.094,1,0.154,1,0.285,1,0.17,0
2000-01-03,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,2,0.094,1,0.154,1,0.285,1,0.17,0
2000-01-03,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,2,0.094,1,0.154,1,0.285,1,0.17,0
2000-01-03,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,2,0.094,1,0.154,1,0.285,1,0.17,0
